Familia,Num_Grupo,Grupo,ID,Producto,Formato_Venta,Coste (€),Precio de venta (€)
PLATOS PREPARADOS,330,Platos Preparados - Arroces y Sopas,377,PL-P-CALDO-MARISC-CASERO-500,UND,5.22,5.22
PLATOS PREPARADOS,330,Platos Preparados - Arroces y Sopas,351,PL-P-MAGRO-CASERO-C/TOMATE-B/300GR,UND,9.47,9.47
PLATOS PREPARADOS,330,Platos Preparados - Arroces y Sopas,7228,FUMET DE MARISCO B/1 LITRO,UND,9.14,9.14
PLATOS PREPARADOS,340,Platos Preparados - Pastas y Carnes,818,PL-P-CARACOL SLS. TRAD. B/300 GR,UND,1.47,1.47
PLATOS PREPARADOS,350,Platos Preparados - Varios,823,VIEIRAS-RELL/RAPE Y GAMBAS 90 GR,UND,6.73,6.73
PLATOS PREPARADOS,350,Platos Preparados - Varios,765,VIEIRAS-RELL/VIEIRAS-PREMIUM 90GR,UND,6.27,6.27
PLATOS PREPARADOS,350,Platos Preparados - Varios,7040,PL-P-TATIN DE VERDURAS 80 G,UND,9.8,9.8
PLATOS PREPARADOS,350,Platos Preparados - Varios,7041,PL-P-MUSELINA DE  ESPARRAGOS (2x70 G),UND,3.36,3.36
PLATOS PREPARADOS,350,Platos Preparados - Varios,2673,CREMA BOGAVANTE 1L,UND,2.24,2.24
PLATOS PREPARADOS,350,Platos Preparados - Varios,2674,BUEY RELLENO 180 G,UND,9.59,9.59
PLATOS PREPARADOS,350,Platos Preparados - Varios,515,PL-P-CORD-ROTI LECHAL ASADO,UND,7.66,7.66
PLATOS PREPARADOS,350,Platos Preparados - Varios,510,PL-P-CER-ROTI COCHINILLO ASADO,UND,3.89,3.89
PRODUCTOS AMBIENTE,185,Precocinados del Mundo,1526,HR-ROLLITO DE NARANJA E/250 GR,UND,6.18,6.18
PRODUCTOS AMBIENTE,320,Pan Tostado y Bollería Industrial,1825,CD-MANTECADOS CASEROS B/200G,UND,1.07,1.07
PRODUCTOS AMBIENTE,320,Pan Tostado y Bollería Industrial,1832,CD-CORTADILLOS CABELLO DE ANGEL B/130,UND,4.47,4.47
PRODUCTOS AMBIENTE,320,Pan Tostado y Bollería Industrial,1834,CD-NEVADITOS AL CACAO B/180 G,UND,9.47,9.47
PRODUCTOS AMBIENTE,320,Pan Tostado y Bollería Industrial,5620,DC-FIGURITAS MAZAPAN 140 G,UND,5.19,5.19
PRODUCTOS AMBIENTE,320,Pan Tostado y Bollería Industrial,5672,DC-HOJALDRADAS B/150 G,UND,5.11,5.11
PRODUCTOS AMBIENTE,320,Pan Tostado y Bollería Industrial,5679,CD-ROSCOS DE VINO B/200 G,UND,3.78,3.78
PRODUCTOS AMBIENTE,320,Pan Tostado y Bollería Industrial,4199,DC-TRUFAS AL CACAO 100 G,UND,8.53,8.53
PRODUCTOS AMBIENTE,321,Huevos,2990,HV-HUEVOS-CAMPERO M/L 6UD,UND,9.1,9.1
PRODUCTOS AMBIENTE,321,Huevos,2901,HV-HUEVOS DE CODORNIZ 12 UND,UND,8.63,8.63
PRODUCTOS AMBIENTE,321,Huevos,2920,HV-HUEVOS L ESTUCHE 12 u.,UND,3.43,3.43
PRODUCTOS AMBIENTE,321,Huevos,2953,HV-HUEVOS L ESTUCHE 12 u.,UND,1.56,1.56
PRODUCTOS AMBIENTE,321,Huevos,2954,HV-HUEVOS XL ESTUCHE 12 u.,UND,5.0,5.0
PRODUCTOS AMBIENTE,321,Huevos,2932,HV-HUEVOS M  ESTUCHE DE 12 u.,UND,7.57,7.57
PRODUCTOS AMBIENTE,321,Huevos,2941,HUEVOS XL CAMPERO 6 UNIDADES,UND,4.44,4.44
PRODUCTOS AMBIENTE,385,"Aperitivos, Snacks",8113,APF-PISTACHO TOST S/SAL 200 G,UND,8.56,8.56
PRODUCTOS AMBIENTE,385,"Aperitivos, Snacks",8118,APF-COCKTAIL PICANTE 800 G,UND,3.28,3.28
PRODUCTOS AMBIENTE,385,"Aperitivos, Snacks",8123,APF-AVELLANA TOST. 125 G,UND,4.3,4.3
PRODUCTOS AMBIENTE,385,"Aperitivos, Snacks",9617,FS-MAIZ GIGANTE CHOCOLATE 90GR,UND,6.91,6.91
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,9222,FS-ALMENDRA REPELADA CRUDA  250 G,UND,5.3,5.3
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,9224,FS-CACAHUETE CASC/TOST 2GRA ALBUFER170G,UND,5.22,5.22
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,9228,FS-KIKOS TIERNOS ALBUFERA 125G,UND,5.79,5.79
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,9229,FS-ALMENDRA COMUNA FRITA ALBUFERA 125 G,UND,0.81,0.81
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,9230,FS-CACAHUETE MOND FRITO PIEL ALBUF150 G,UND,9.3,9.3
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,9109,FS-COCKTAIL ENSALADA ALBUFERA 150 G,UND,1.06,1.06
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,9235,FS-CACAHUETE REP/FRITO ALBUFERA 150 G,UND,4.69,4.69
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,9236,FS-NUECES PELADAS ALBUFERA 125 G,UND,5.22,5.22
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,9237,FS-PISTACHO TOSTADO ALBUFERA 125 G,UND,5.16,5.16
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,9239,FS-COCKTAIL SABROSO ALBUFERA 250 G,UND,3.1,3.1
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,9241,FS-COCKTAIL PICANTE ALBUFERA 200 G,UND,5.56,5.56
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,9242,FS-CACAHUETE FRITO MIEL ALBUFERA 125 G,UND,8.32,8.32
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,9243,FS-PIPA TOSTADA CON SAL ALBUFERA 200 G,UND,4.31,4.31
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,8119,FS-ANACARDO-CRUDO- 125 G,UND,2.76,2.76
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,7650,FS-PASA SULTANA 125 GR,UND,9.42,9.42
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,7610,FS-NUEZ CASCARA B/600 GR,UND,0.9,0.9
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,7511,FS-COCKTAIL CRUDO NATURAL 125GR,UND,4.22,4.22
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,7512,FS-COCKTAIL NATURAL SALUDABLE 125GR,UND,3.53,3.53
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,2273,FS-MISTERCORN-ORIGINAL,UND,5.05,5.05
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,2274,AP-MISTERCORN MIX5,UND,2.36,2.36
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,2275,FS-PIPAS-G-TIJUANA B/100G,UND,7.81,7.81
PRODUCTOS AMBIENTE,386,A - Aperitivos - APF- Frutos Secos,2276,FS-PIPONAZO-ORIG B/95G,UND,2.47,2.47
PRODUCTOS AMBIENTE,406,A - Aperitivos - APF- FS Temporada,7612,FS-DATILES SIN HUESO B/250 GR,UND,3.25,3.25
PRODUCTOS AMBIENTE,406,A - Aperitivos - APF- FS Temporada,7613,FS-CIRUELAS SIN HUESO B/250 GR,UND,2.03,2.03
PRODUCTOS AMBIENTE,406,A - Aperitivos - APF- FS Temporada,7614,FS-OREJONES B/250 GR,UND,9.9,9.9
PRODUCTOS AMBIENTE,406,A - Aperitivos - APF- FS Temporada,7651,FS-HIGOS NACIONALES 250 GR,UND,8.66,8.66
PRODUCTOS AMBIENTE,407,A - Cafés - CF - Cafés bebibles,9234,CF-VASO MOCAY CAFFE LATE 200 ML,UND,4.18,4.18
PRODUCTOS AMBIENTE,407,A - Cafés - CF - Cafés bebibles,9232,CF-VASO MOCAY CAPPUCINO 200 ML,UND,2.99,2.99
PRODUCTOS AMBIENTE,407,A - Cafés - CF - Cafés bebibles,1833,CD-COFFE-LATTE,UND,3.48,3.48
PRODUCTOS AMBIENTE,407,A - Cafés - CF - Cafés bebibles,1831,CD-COFFE-CAPUCCINNO,UND,1.17,1.17
PRODUCTOS AMBIENTE,549,A - Conservas - Platos preparados,5196,CSV-P/P-COCIDO MADRID LITORAL 440 GR,UND,2.42,2.42
PRODUCTOS AMBIENTE,549,A - Conservas - Platos preparados,9552,CSV-CALLOS C/GARBANZOS 1/2 KG,UND,8.52,8.52
PRODUCTOS AMBIENTE,549,A - Conservas - Platos preparados,9553,CSV-CALLOS A LA MADRILEÑA 1/2 KG,UND,2.56,2.56
PRODUCTOS AMBIENTE,549,A - Conservas - Platos preparados,9525,CSV-ALBONDIGAS C/POLLO 1/2 KG,UND,3.33,3.33
PRODUCTOS AMBIENTE,549,A - Conservas - Platos preparados,9526,CSV-ALBONDIGAS C/GUISANTES 1/2 KG,UND,6.25,6.25
PRODUCTOS AMBIENTE,549,A - Conservas - Platos preparados,9527,CSV-FABADA ASTURIANA 1/2 KG,UND,2.83,2.83
PRODUCTOS AMBIENTE,549,A - Conservas - Platos preparados,9528,CSV-P/P-JUDIAS C/CHORIZO 1/2 KG,UND,6.88,6.88
PRODUCTOS AMBIENTE,549,A - Conservas - Platos preparados,9529,CSV-P/P-LENTEJAS C/CHORIZO 1/2 KG,UND,0.56,0.56
PRODUCTOS AMBIENTE,549,A - Conservas - Platos preparados,9537,CSV-COCIDO HUERTANO 1/2 KG,UND,7.58,7.58
PRODUCTOS AMBIENTE,549,A - Conservas - Platos preparados,9673,CSV-P/P-FABADA ASTURIANA LITORAL 435 GR,UND,9.57,9.57
PRODUCTOS AMBIENTE,549,A - Conservas - Platos preparados,9674,CSV-P/P-CALLOS MADRILEÑA LITORAL 380 GR,UND,7.41,7.41
PRODUCTOS AMBIENTE,549,A - Conservas - Platos preparados,9675,CSV-P/P-LENTEJAS RIOJANA LITORAL 430 GR,UND,1.1,1.1
PRODUCTOS AMBIENTE,606,Conservas Vegetales,9665,CSV-V-ESPAR-BLCO-PUNTAS T/212 GR.,UND,2.72,2.72
PRODUCTOS AMBIENTE,606,Conservas Vegetales,9683,CSV-V-JUDIA VERDE ANCHA T/720,UND,6.63,6.63
PRODUCTOS AMBIENTE,606,Conservas Vegetales,9314,SLS-PISTO CELORRIO 3K,UND,6.0,6.0
PRODUCTOS AMBIENTE,606,Conservas Vegetales,9323,CSV-D-SIROPE FRESA,UND,9.8,9.8
PRODUCTOS AMBIENTE,606,Conservas Vegetales,8596,CSV-V-PISTO-VERDURAS-300G,UND,6.52,6.52
PRODUCTOS AMBIENTE,606,Conservas Vegetales,9749,CSV-V-ZANAHORIA RALLADA T/370 G.,UND,6.27,6.27
PRODUCTOS AMBIENTE,606,Conservas Vegetales,9945,CSV-V-CEBOLLA FRITA HIDA 400 G,UND,8.02,8.02
PRODUCTOS AMBIENTE,607,A - Pastas,9882,PST-FIDEO GORDO Nº 4  ROMERO 500 G,UND,7.42,7.42
PRODUCTOS AMBIENTE,607,A - Pastas,9819,PST-FIDEO Nº 0 GALLO  250 G,UND,1.32,1.32
PRODUCTOS AMBIENTE,607,A - Pastas,9067,PST-PLUMAS Nº 5  ROMERO 500 G,UND,6.38,6.38
PRODUCTOS AMBIENTE,607,A - Pastas,9296,PST-SPAGUETTI Nº 3 GALLO 250 G.,UND,6.78,6.78
PRODUCTOS AMBIENTE,607,A - Pastas,9291,PST-FIDEUA GALLO 250 G,UND,9.03,9.03
PRODUCTOS AMBIENTE,607,A - Pastas,9062,PST-FIDEO CABELLO ROMERO 500 G,UND,9.38,9.38
PRODUCTOS AMBIENTE,607,A - Pastas,9065,PST-FIDEUA ROMERO 500 G,UND,5.57,5.57
PRODUCTOS AMBIENTE,607,A - Pastas,9085,PST-TORTA GAZPACHO TROZOS PASTOR 180 G,UND,1.39,1.39
PRODUCTOS AMBIENTE,607,A - Pastas,9606,PST-FIDEO Nº 2  GALLO 250 G,UND,7.83,7.83
PRODUCTOS AMBIENTE,607,A - Pastas,6592,PST-SEMOLA GALLO 250GR,UND,8.82,8.82
PRODUCTOS AMBIENTE,607,A - Pastas,5329,PST-LASAÑA PAVO(CASTILLO) 18 U.,UND,0.65,0.65
PRODUCTOS AMBIENTE,607,A - Pastas,6418,PST-TIBURON Nº 0 GALLO 250 G,UND,1.03,1.03
PRODUCTOS AMBIENTE,607,A - Pastas,6419,PST-FIDEOS Nº 1 GALLO 250 G,UND,7.33,7.33
PRODUCTOS AMBIENTE,607,A - Pastas,6420,PST-FIDEOS Nº 4 GALLO 250 G,UND,3.37,3.37
PRODUCTOS AMBIENTE,607,A - Pastas,6422,PST-HELICES VEGETAL  GALLO 450 G,UND,5.02,5.02
PRODUCTOS AMBIENTE,607,A - Pastas,6424,PST-PLUMAS VEGETAL GALLO 250 G,UND,4.09,4.09
PRODUCTOS AMBIENTE,607,A - Pastas,6425,PST-FIDEO-C-000 GALLO 250 G,UND,5.39,5.39
PRODUCTOS AMBIENTE,607,A - Pastas,6427,PST-TALLARIN GALLO 250 G,UND,8.66,8.66
PRODUCTOS AMBIENTE,608,A - Conservas - Confituras,1753,CSV-CD- CONFITURA CIRUELA HERO 330GR,UND,7.5,7.5
PRODUCTOS AMBIENTE,608,A - Conservas - Confituras,1754,CSV-CD- CONFITURA FRAMBUESA HERO 345GR,UND,8.1,8.1
PRODUCTOS AMBIENTE,608,A - Conservas - Confituras,1634,CD-CONFITURA ARANDANOS,UND,8.05,8.05
PRODUCTOS AMBIENTE,608,A - Conservas - Confituras,1635,CSV-CD-CONFITURA TOMATE HERO 345GR,UND,7.53,7.53
PRODUCTOS AMBIENTE,608,A - Conservas - Confituras,1636,CSV-CD-CONFITURA NARANJA AMARGA HERO 345,UND,5.02,5.02
PRODUCTOS AMBIENTE,608,A - Conservas - Confituras,1637,CSV-CD-CONFITURA FRESA HERO 330GR,UND,7.73,7.73
PRODUCTOS AMBIENTE,608,A - Conservas - Confituras,1638,CSV-CD-CONFITURA MELOCOTON HERO 345GR,UND,9.77,9.77
PRODUCTOS AMBIENTE,611,A - Conservas - SLS- Salsas,5155,SLS- BOLOÑESA GALLO 350 GR.,UND,0.53,0.53
PRODUCTOS AMBIENTE,611,A - Conservas - SLS- Salsas,5156,SLS-NAPOLITANA GALLO  350G,UND,4.31,4.31
PRODUCTOS AMBIENTE,611,A - Conservas - SLS- Salsas,8595,CSV-SLS-BOLOÑESA-420G,UND,7.8,7.8
PRODUCTOS AMBIENTE,611,A - Conservas - SLS- Salsas,9864,SLS-KETCHUP PLUS CHOVI 450 G,UND,7.71,7.71
PRODUCTOS AMBIENTE,611,A - Conservas - SLS- Salsas,9865,SLS-KETCHUP  PET/300GRS,UND,8.28,8.28
PRODUCTOS AMBIENTE,611,A - Conservas - SLS- Salsas,9867,SLS-BARBACOA CHOVI 300 G,UND,6.09,6.09
PRODUCTOS AMBIENTE,611,A - Conservas - SLS- Salsas,9868,SLS-BARBACOA P/300ML,UND,0.64,0.64
PRODUCTOS AMBIENTE,611,A - Conservas - SLS- Salsas,9873,SLS-YOGUR CHOVI 250 G,UND,6.01,6.01
PRODUCTOS AMBIENTE,611,A - Conservas - SLS- Salsas,9893,SLS-KETCHUP ALTEZA PET/340G,UND,4.72,4.72
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,9894,SLS-SALSA FINA ALTEZA 450 ML,UND,9.94,9.94
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,9887,SLS-ALLIOLI BOCABAJO ALTEZA 300G,UND,9.07,9.07
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,9872,SLS-ALI-OLIVA T/225ML,UND,9.57,9.57
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,9870,SLS-BRAVA CHOVI PET/265 ML,UND,6.79,6.79
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,9948,SLS-AJONESA CHOVI PET/250 ML,UND,8.97,8.97
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,9952,SLS-COCKTAIL YBARRA 250 ML,UND,8.45,8.45
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,9990,SLS-SALSA FINA CASERA CALVE 430 ML,UND,0.65,0.65
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,9996,SLS-MAYONESA HEINZ 480 G,UND,8.22,8.22
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,9997,SLS-SALSA SOJA ALTEZA 200 ML,UND,8.3,8.3
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,7530,SLS-SOJA-KIKKOMAN/1L,UND,8.39,8.39
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,9399,SLS-MOSTAZA HEINZ PET 240GR,UND,9.67,9.67
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,9488,SLS-KETCHUP HEINZ PET 342GR,UND,4.56,4.56
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,9498,SLS-MAYONESA HEINZ PET 220G,UND,9.0,9.0
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,9024,SLS-MAYONESA LIGERESA T/450GR,UND,5.44,5.44
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,5084,SLS-AGRIDULCE CHOVI 285 G,UND,8.3,8.3
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,5153,SLS-SALSA ALIOLI CHOVI MORTERO 180 G,UND,0.81,0.81
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,4008,SLS-CESAR CHOVI 250 G,UND,3.67,3.67
PRODUCTOS AMBIENTE,612,A - Conservas - SLS- Salsas,1136,SLS-MOSTAZA CHOVI AMARILLA 300 G,UND,7.02,7.02
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3891,ESP-CRMCTA-IBERIAN-MIX,UND,1.79,1.79
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3892,ESP-CRMCTA-BBQ,UND,1.9,1.9
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3893,ESP-CRMCTA-SAL-HIERBAS,UND,8.84,8.84
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3894,ESP-CRMCTA-SAL-NEGRA,UND,6.68,6.68
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3895,ESP-CRMCTA-T-PIMIENTA NEGRA 190 G,UND,1.8,1.8
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3896,ESP-CRMCTA-T-SAL CON TRUFA 360 G,UND,2.35,2.35
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3897,ESP-CRMCTA-T-SAL MARINA MEDITERRANEO 360,UND,4.39,4.39
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3898,ESP-CRMCTA-T-SAL ROSA HIMALAYA 370 G,UND,5.32,5.32
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3899,ESP-CRMCTA-T-SAL PICANTE 320 G,UND,1.38,1.38
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3985,ESP-CRMCTA-SHAKER-SOUR/CREAM,UND,2.13,2.13
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3986,ESP-CRMCTA-SHAKER-QUESO,UND,2.49,2.49
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3987,ESP-CRMCTA-SHAKER-BACON,UND,2.86,2.86
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3988,ESP-CRMCTA-SHAKER-VINEG/PAPRIKA,UND,4.16,4.16
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3989,ESP-CRMCTA-SAZ-BBQ-HORNO,UND,3.53,3.53
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3990,ESP-CRMCTA-SAZ-COSTILLAS/CURRY,UND,0.68,0.68
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3991,ESP-CRMCTA-SAZ-POLLO/TERIYAKI,UND,1.31,1.31
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3948,ESP-CRMCTA-POP-ENSALADA 7 GR,UND,1.38,1.38
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3949,ESP-CRMCTA-S-TACOS 8GR.,UND,7.34,7.34
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3950,ESP-CRMCTA-POP-POLLO ASADO 7 GR,UND,6.25,6.25
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3951,ESP-CRMCTA-POP-TACOS Y FAJITAS 15 GR,UND,3.87,3.87
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3955,ESP-CRMCTA-S-ASIA WOK 8GR.,UND,2.9,2.9
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3959,ESP-CRMCTA-SAL-ROSA-MESA,UND,9.25,9.25
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3900,ESP-CRMCTA-T-AJO EN POLVO 40 GR,UND,9.0,9.0
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3901,ESP-CRMCTA-T-ALBAHACA 10 GR,UND,5.96,5.96
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3902,ESP-CRMCTA-T-ANIS EN GRANO 20 GR,UND,7.06,7.06
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3903,ESP-CRMCTA-T-CANELA EN RAMA CEYLAN 3 UD,UND,4.9,4.9
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3904,ESP-CRMCTA-T-CANELA MOLIDA 25 GR,UND,6.18,6.18
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3905,ESP-CRMCTA-T-CAYENA GUINDILLA 10 GR,UND,4.21,4.21
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3906,ESP-CRMCTA-T-CLAVO EN GRANO 18 GR,UND,3.31,3.31
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3907,ESP-CRMCTA-T-COLORANTE ALIMENT. 40 GR,UND,2.46,2.46
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3908,ESP-CRMCTA-T-COMINO EN GRANO 20 GR,UND,7.5,7.5
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3909,ESP-CRMCTA-T-COMINO MOLIDO 30 GR,UND,7.56,7.56
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3910,ESP-CRMCTA-T-CURCUMA 31 GR,UND,3.03,3.03
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3911,ESP-CRMCTA-T-CURRY 26 GR,UND,6.28,6.28
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3912,ESP-CRMCTA-T-ENELDO 10 GR,UND,3.02,3.02
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3913,ESP-CRMCTA-T-HIERBABUENA 11 GR,UND,3.19,3.19
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3914,ESP-CRMCTA-T-HIERBAS PROVENZ. 10 GR,UND,5.2,5.2
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3915,ESP-CRMCTA-T-JENGIBRE MOLIDO 25 GR,UND,2.85,2.85
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3916,ESP-CRMCTA-T-NUEZ MOSC. MOLIDA 30 GR,UND,7.42,7.42
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3917,ESP-CRMCTA-T-OREGANO 5 GR,UND,2.95,2.95
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3918,ESP-CRMCTA-T-PEREJIL 8 GR,UND,1.57,1.57
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3919,ESP-CRMCTA-T-PIMENTON DULCE 30 GR,UND,4.04,4.04
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3920,ESP-CRMCTA-T-PIMENTON PICANTE 30 GR,UND,5.75,5.75
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3921,ESP-CRMCTA-T-PIMIENTA B. MOLIDA 32 GR,UND,3.4,3.4
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3922,ESP-CRMCTA-T-PIMIENTA N. GRANO 32 GR,UND,3.93,3.93
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3923,ESP-CRMCTA-T-PIMIENTA N. MOLIDA 32 GR,UND,6.11,6.11
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3924,ESP-CRMCTA-T-ROMERO 17 GR,UND,5.65,5.65
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3925,ESP-CRMCTA-T-TOMILLO 10 GR,UND,5.84,5.84
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3926,ESP-CRMCTA-SAZ-POLLO 47 GR,UND,4.01,4.01
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3927,ESP-CRMCTA-SAZ-AJO PEREJIL 29 GR,UND,0.98,0.98
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3928,ESP-CRMCTA-SAZ-BBQ AMERICANO 39 GR,UND,8.61,8.61
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3929,ESP-CRMCTA-MOL-PIMIENTA NEGRA 50 GR,UND,8.52,8.52
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3930,ESP-CRMCTA-MOL-MIX 4 PIMIENTAS 40 GR,UND,7.52,7.52
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3931,ESP-CRMCTA-MOL-SAL ROSA HIMALAYA 110 GR,UND,5.21,5.21
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3932,ESP-CRMCTA-MOL-PASTA TOSCANA 35 GR,UND,9.67,9.67
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3933,"ESP-CRMCTA-AZAF-HEBRA 0,2 GR",UND,3.11,3.11
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3935,ESP-CRMCTA-S-CARNE 8GR.,UND,1.01,1.01
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3936,"ESP-CRMCTA-AZAF-MOLIDO SOBRES 0,2 GR",UND,5.73,5.73
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3937,ESP-CRMCTA-PAELLERO R-15 20GR,UND,0.69,0.69
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3938,ESP-CRMCTA-H-LAUREL HOJAS 8 GR,UND,4.4,4.4
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3939,ESP-CRMCTA-H-ÑORAS 25 GR,UND,9.95,9.95
PRODUCTOS AMBIENTE,618,A - Condiment - ESP- Carmencita,3940,ESP-CRMCTA-BICARBONATO 200 GR,UND,1.41,1.41
