Familia,Grupo,ID,Producto,Formato_Venta,Coste (€),Precio de venta (€),Margen Beneficio (€),% Beneficio,Ratio Precio/Costo
HORNO BOLLERÍA Y PANADERÍA,Pan Tostado y Bollería Industrial,2825,HR-MINI PIZZA 4 QUESOS(HR-DT),UND,1.1,9.2,8.1,740.0,8.363636363636362
HORNO BOLLERÍA Y PANADERÍA,Pan Tostado y Bollería Industrial,2826,HR-FARTONS 45G(HR-DT),UND,9.51,13.01,3.5,40.0,1.3680336487907465
HORNO BOLLERÍA Y PANADERÍA,Pan Tostado y Bollería Industrial,2827,HR-PIZZA-POLLO CHEDDAR 1150 G(HR-DT),UND,3.93,22.29,18.36,470.0,5.671755725190839
HORNO BOLLERÍA Y PANADERÍA,Pan Tostado y Bollería Industrial,2711,HR-ROSCO CABELLO 180G,UND,2.77,18.81,16.04,580.0,6.790613718411552
HORNO BOLLERÍA Y PANADERÍA,Pan Tostado y Bollería Industrial,2712,HR-ROSCO CREMA/AVELLANA 180G,UND,10.2,27.4,17.2,170.0,2.686274509803922
HORNO BOLLERÍA Y PANADERÍA,Pan Tostado y Bollería Industrial,2829,HR-CROISSANT-MTQ-PLUS CREMA PAST (HR-DT),UND,14.28,17.78,3.5000000000000018,20.0,1.2450980392156865
HORNO BOLLERÍA Y PANADERÍA,Pan Tostado y Bollería Industrial,2947,HR-MILHOJAS MERENGUE BLANCO(HR-DT),UND,4.24,23.22,18.979999999999997,450.0,5.476415094339622
HORNO BOLLERÍA Y PANADERÍA,Pan Tostado y Bollería Industrial,2962,HR-DELICIAS CACAO 250 U (LG),UND,2.61,18.33,15.719999999999999,600.0,7.022988505747126
HORNO BOLLERÍA Y PANADERÍA,Pan Tostado y Bollería Industrial,2964,HR-PETIT PLUS VARIADOS 156 U(HR-DT),UND,9.26,25.52,16.259999999999998,180.0,2.755939524838013
HORNO BOLLERÍA Y PANADERÍA,Pan Tostado y Bollería Industrial,2957,HR-COCAS MINI SURTIDO,UND,13.18,33.36,20.18,150.0,2.5311077389984824
HORNO BOLLERÍA Y PANADERÍA,Pan Tostado y Bollería Industrial,2980,HR-CHAPATA HORNO DE PIEDRA-(LG),UND,12.79,16.29,3.5,30.0,1.2736512900703676
HORNO BOLLERÍA Y PANADERÍA,Pan Tostado y Bollería Industrial,2987,HR-MONA PASCUA C/HUEVO,UND,7.76,33.78,26.020000000000003,340.0,4.353092783505155
HORNO BOLLERÍA Y PANADERÍA,Pan Tostado y Bollería Industrial,2988,HR-MONA PASCUA BAÑADA CHOCOLATE 120G,UND,7.33,10.83,3.5,50.0,1.4774897680763983
HORNO BOLLERÍA Y PANADERÍA,Pan Tostado y Bollería Industrial,2989,HR-MONA PASCUA 100G,UND,2.72,12.44,9.719999999999999,360.0,4.573529411764706
HORNO BOLLERÍA Y PANADERÍA,Pan Tostado y Bollería Industrial,2999,HR-MONA BAÑADA CHOCOLATE 100-120 GR,UND,9.92,53.68,43.76,440.00000000000006,5.411290322580645
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2950,HR-MINI PIZZA BIKINI,UND,4.34,7.84,3.5,80.0,1.8064516129032258
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2837,HR-PAN-HAMBUR-BRIOCHE-PRECOR-85GR,UND,1.24,4.74,3.5,280.0,3.8225806451612905
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2838,HR-PAN-BOCADILLO RUSTIQUE 175G (HR-DT),UND,4.29,7.79,3.5,80.0,1.8158508158508158
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2854,HR-PAN PAYESA CEREALES 300gr,UND,13.33,67.32,53.989999999999995,409.99999999999994,5.05026256564141
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2729,HR-TAINERA CENTENO 275GR (HD-DT),UND,1.62,20.48,18.86,1160.0,12.641975308641975
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2730,HR-PAN DE AGUA 270G (HR-DT),UND,10.13,54.52,44.39,440.00000000000006,5.382033563672261
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2732,HR-PAN CANDEAL 330GR (HR-DT),UND,1.27,9.54,8.27,650.0,7.511811023622046
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2737,HR-FLAUTA DE CACAO 60GR (HR-DT),UND,3.5,28.0,24.5,700.0,8.0
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2740,HR-FLAUTA CREMA 60GR (HR-DT),UND,9.59,26.18,16.59,170.0,2.72992700729927
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2709,HR-PAN VIENA RUSTICA (Andaluz) 160GR,UND,9.15,25.3,16.15,180.0,2.7650273224043715
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2743,HR-TORTEL CABELLO 110GR (HR-DT),UND,12.31,31.62,19.310000000000002,160.0,2.5686433793663688
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2801,HR-OREO BOOGUIE 73G(HR-DT),UND,10.18,54.72,44.54,440.00000000000006,5.37524557956778
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2803,HR-PAN RUSTICA 285 GR (HR-DT),UND,3.5,14.0,10.5,300.0,4.0
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2805,HR-PALMIER PETIT VITALCEREALES 30G,UND,8.08,11.58,3.5,40.0,1.433168316831683
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2011,HR-PAN MEDIA CAMPESINA 175GR,UND,12.2,31.4,19.2,160.0,2.5737704918032787
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2700,HR-PAN BARRA  VIENESA 280GR,UND,3.55,28.2,24.65,690.0,7.943661971830986
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2715,HR-FOCACCIA TOMATE 100GR (HR-TD),UND,1.37,19.48,18.11,1320.0,14.21897810218978
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2716,HR- PAN PANNIER 280GR (HR-DT),UND,1.48,9.96,8.48,570.0,6.729729729729731
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2717,HR-BAGUETTE PANNIER 280GR (HR-DT),UND,4.18,23.04,18.86,450.0,5.511961722488039
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2718,HR-GRAN VITRIUM 250GR (HR-DT),UND,11.54,30.08,18.54,160.0,2.6065857885615253
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,2721,HR-TRAINERA CEREALES 275GR (HR-DT),UND,10.41,55.64,45.230000000000004,430.0,5.344860710854947
HORNO BOLLERÍA Y PANADERÍA,Pan Horno Artesano,4508,HR-PAN FABIOLA PICOS 275GR-(LG),UND,5.28,26.34,21.06,400.0,4.988636363636363
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2722,HR-EMPANADILLA PISTO,UND,8.33,11.83,3.5,40.0,1.4201680672268908
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2723,HR-REJILLA ESPINACAS Y RICOTTA 70G(HR-DT,UND,4.3,23.4,19.099999999999998,440.00000000000006,5.441860465116279
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2702,HR-FOCACCIA BARBACOA 205G,UND,8.65,24.3,15.65,180.0,2.8092485549132946
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2706,HR-FOCACCIA BACON 210G,UND,3.48,13.96,10.48,300.0,4.011494252873564
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2752,HR-MINI CRUJIENTE POLLO/QUES/ESP/CHA 30G,UND,13.47,67.88,54.41,400.0,5.039346696362286
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2753,HR-MINI CRUJIENTE BACON/QUESO 30G,UND,11.31,14.81,3.5,30.0,1.3094606542882405
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2754,HR-MINI CRUJIENTE ATUN CON TOMATE 30G,UND,3.46,13.92,10.46,300.0,4.023121387283237
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2755,HR-MINI CRUJIENTE ESPINAC/QUES CABRA 30G,UND,3.24,26.96,23.72,730.0,8.320987654320987
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2756,HR-MINI CRUJIENTE VARIADOS 30G,UND,5.39,17.78,12.39,229.99999999999997,3.298701298701299
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2879,HR-EMPANADILLA ATUN Y CEBOLLA (HR-DT),UND,4.62,16.24,11.619999999999997,250.0,3.5151515151515147
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2916,HR-MINI PIZZA-PEPERONI 16UDS(HR-DT),UND,7.18,42.72,35.54,490.00000000000006,5.949860724233983
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2833,HR-PIZZA CHAMPIÑON/BACON 1200 G(HR-DT),UND,2.48,17.94,15.46,620.0,7.233870967741936
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2835,HR-PIZZA CUATRO QUESOS 1200 G(HR-DT),UND,6.19,38.76,32.57,530.0,6.2617124394184165
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2958,HR-MINI CROISSANT CHOCO (HR-DT),UND,3.51,14.02,10.51,300.0,3.9943019943019946
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2966,HR-PIZZA VEGETAL 1200 G(HR-DT),UND,0.96,13.38,12.420000000000002,1290.0,13.937500000000002
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,2967,HR-PIZZA YORK Y QUESO 1200 G(HR-DT),UND,2.81,6.31,3.4999999999999996,120.0,2.2455516014234873
HORNO BOLLERÍA Y PANADERÍA,Surtido salado Horno Artesano,7001,HR-CANAPES TRADICION 54X10G,UND,9.01,50.04,41.03,459.99999999999994,5.553829078801332
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,7006,HR-PETIT FOUR TRADICION 48X14G,UND,5.89,37.56,31.67,540.0,6.37691001697793
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,7010,HR-PASTEL DE MANZANA 175GR(HR-DT),UND,2.5,12.0,9.5,380.0,4.8
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,7062,HR-PANINI ATUN(HR-DT),UND,2.83,12.66,9.83,350.0,4.4734982332155475
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,7063,HR-MINI PASTELITOS SURTIDOS 56ux30g,UND,0.74,8.48,7.74,1050.0,11.45945945945946
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,7067,HR-HOOPS CREMA AZUCARADO,UND,3.43,13.86,10.43,300.0,4.040816326530612
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,7055,HR-PANINI 4 QUESOS(HR-DT),UND,14.87,18.37,3.5000000000000018,20.0,1.2353732347007398
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,7035,HR-MAXI HOOPS AZUCARADO 70GR(HR-DT),UND,2.0,5.5,3.5,180.0,2.75
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,7038,HR-PEPITO CHOCO AZUCARADO(HR-DT),UND,4.52,24.06,19.54,430.0,5.323008849557523
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,7039,HR-PANINI YORK(HR-DT),UND,7.83,11.33,3.5,40.0,1.446998722860792
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,7280,HR-PEPITO CREMA REB AZUCAR 110 GR(HR-DT),UND,6.51,20.02,13.51,210.0,3.075268817204301
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,7210,HR-TRENZA DULCE LECHE-PISTACHO 500 GR,UND,1.24,14.22,12.98,1050.0,11.467741935483872
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,7701,HR-TRENZA NUECES PASAS 500 GR,UND,2.74,24.96,22.22,810.0,9.10948905109489
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,9840,HR-PIONONO CREMA TIENDA (20U),UND,3.86,29.44,25.580000000000002,660.0,7.626943005181348
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2972,HR-TRENZA NARANJA-CACAO 500 GR,UND,14.86,36.72,21.86,150.0,2.471063257065949
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2836,HR-PAÑUELO FRANKFURT 140G,UND,2.15,11.3,9.15,430.0,5.2558139534883725
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2773,HR-MINI CROISSANT BAÑADOS CHOCO(HR-DT),UND,10.7,28.4,17.7,170.0,2.6542056074766354
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2831,HR-PEPITO CARNE 85G(HR-DT),UND,6.13,19.26,13.130000000000003,210.0,3.1419249592169662
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2898,HR-MINI TRENZA CHOCOLATE 85 GR(HR-DT),UND,8.75,36.75,28.0,320.0,4.2
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2899,HR-NAPOLITANA CHOCOLATE 110 GR,UND,1.03,13.59,12.56,1220.0,13.194174757281553
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2748,HR-EMPANADILLA ARG QUESO CABRA (HR-DT),UND,3.12,6.62,3.5,110.00000000000001,2.121794871794872
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2749,HR-EMPANADILLA ARG POLLO (HR-DT),UND,0.7,16.8,16.1,2300.0,24.000000000000004
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2750,HR-EMPANADA DE ATÚN (HR-DT),UND,3.92,22.26,18.340000000000003,470.0,5.678571428571429
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2828,HR-PAN RUSTIQUE PLUS (HR-DT),UND,14.88,36.76,21.879999999999995,150.0,2.4704301075268815
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2744,HR-CROISSANT FRANKFURT (HR-DT),UND,13.69,51.57,37.88,280.0,3.766983199415632
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2745,HR-TRIANGULO 4 QUESOS (HR-DT),UND,3.66,28.64,24.98,680.0,7.825136612021858
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2746,HR- TRIANGULO ESPINACAS (HR-DT),UND,9.96,13.46,3.5,40.0,1.3514056224899598
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2710,HR-NAPOLITANA JAM/QUESO 110 GR,UND,0.76,8.52,7.76,1019.9999999999999,11.210526315789473
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2713,HR-CROISSANT (CRV) 85 GR,UND,7.77,45.08,37.31,480.0,5.801801801801802
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2714,HR-ENSAIMADA GRANDE 90 GR(HR-DT),UND,10.61,56.44,45.83,430.0,5.319509896324223
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2724,HR-EMPANADILLA ATUN,UND,7.68,44.72,37.04,480.0,5.822916666666667
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,2009,HR-PAN ROMBO 60G.,UND,14.09,35.18,21.09,150.0,2.49680624556423
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,4594,HR-PAN CAMPERA-500 GRS (HR-DT),UND,2.55,12.1,9.55,370.0,4.745098039215686
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,4331,HR-PAN BARRA INTEGRAL 240 GR.(LG),UND,13.47,33.94,20.47,150.0,2.519673348181143
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,4338,HR-PAN BARRA/GALLEGA-260/GRS,UND,11.7,45.6,33.900000000000006,290.0,3.897435897435898
HORNO BOLLERÍA Y PANADERÍA,Bollería - Pasteles Horno Artesano,491,HR-PAN BAGUETTE-SIN/GLUTEN 100G (HR-DT),UND,10.92,57.68,46.76,430.0,5.282051282051282
SALAZONES,Angulas y Ahumados,4487,AH-ENSALADA AHUMADOS T-500GR,UND,5.72,18.44,12.720000000000002,220.00000000000003,3.223776223776224
SALAZONES,Angulas y Ahumados,217,AH-SALMON AHUMADO S/80 GR/UND,UND,7.27,10.77,3.5,50.0,1.4814305364511693
SALAZONES,Angulas y Ahumados,215,TARTAR DE SALMÓN/AGUACATE 100G,UND,12.42,15.92,3.5,30.0,1.2818035426731078
SALAZONES,Angulas y Ahumados,3217,AH-SALMÓN-AHUMADO-PLANCHA-PRECO,KG,7.02,42.08,35.06,500.0,5.994301994301995
PLATOS PREPARADOS,Precocinados - Patatas,51,PL-P-GRATEN DE PATATA 4X120G,UND,2.72,12.44,9.719999999999999,360.0,4.573529411764706
PLATOS PREPARADOS,Precocinados - Patatas,58,PL-P-TORT-PATT/CEB-E/800 GR,UND,10.94,43.32,32.38,300.0,3.9597806215722122
PLATOS PREPARADOS,Precocinados - Patatas,57,PL-P-TORT-PATT/CEB-E/1500 GR,UND,3.38,6.88,3.5,100.0,2.035502958579882
PLATOS PREPARADOS,Platos Preparados - Carnes,6140,PL-S/P-CODILLO COCIDO (VC),UND,10.51,42.03,31.520000000000003,300.0,3.999048525214082
PLATOS PREPARADOS,Platos Preparados - Carnes,375,PL-P-CARRILL-TER- C/SALSA E/380 G,UND,5.93,9.43,3.5,60.0,1.5902192242833053
PLATOS PREPARADOS,Platos Preparados - Carnes,370,PL-P-ALBÓNDIGAS-CASERAS-SALSA-B/300GR,UND,3.19,13.38,10.190000000000001,320.0,4.19435736677116
PLATOS PREPARADOS,Platos Preparados - Carnes,2741,PL-P-SECRETO CER DUROC ROMERO B/1KG,UND,1.3,19.2,17.9,1380.0,14.769230769230768
PLATOS PREPARADOS,Platos Preparados - Carnes,2751,PL-P-SECRETO CER DUROC ROMERO B/250 G,UND,4.47,7.97,3.5,80.0,1.7829977628635347
PLATOS PREPARADOS,Platos Preparados - Carnes,2981,PL-P-CARRILL-TER-C/SALSA 700/800 G,UND,11.68,30.36,18.68,160.0,2.5993150684931505
PLATOS PREPARADOS,Platos Preparados - Carnes,2982,PL-P-CARRILL-CERDO-C/SALSA 220 GR,UND,8.06,46.24,38.18,470.0,5.73697270471464
PLATOS PREPARADOS,Platos Preparados - Carnes,2983,PL-P-RABO DE TORO,UND,5.81,9.31,3.500000000000001,60.0,1.602409638554217
PLATOS PREPARADOS,Platos Preparados - Carnes,2984,PL-P-OSSOBUCO TERNERA,UND,9.62,52.48,42.86,450.0,5.455301455301456
PLATOS PREPARADOS,Platos Preparados - Carnes,1740,PL-P-POLLO-ASADO PZ-700/1200G-APROX,KG,12.76,48.78,36.02,280.0,3.822884012539185
PLATOS PREPARADOS,Platos Preparados - Carnes,1741,PL-P-SECRETO CER IBERICO CONF. 200/220GR,UND,12.17,31.34,19.17,160.0,2.5751848808545605
PLATOS PREPARADOS,Platos Preparados - Carnes,1080,PL-P-ALITAS DE POLLO ASADAS B/1KG,UND,13.88,17.38,3.4999999999999982,30.0,1.2521613832853025
PLATOS PREPARADOS,Platos Preparados - Carnes,984,PL-P-CARRILL-CERDO- C/SALSA E/300 GR,UND,7.23,42.92,35.69,490.00000000000006,5.936376210235132
PLATOS PREPARADOS,Platos Preparados - Carnes,985,PL-P-CARRILL-TER- C/SALSA E/350 GR,UND,11.17,29.34,18.17,160.0,2.6266786034019693
PLATOS PREPARADOS,Platos Preparados - Carnes,982,PL-P-RABO DE TORO  450 G,UND,13.95,34.9,20.95,150.0,2.5017921146953404
PLATOS PREPARADOS,Platos Preparados - Carnes,983,PL-P-SOLOMILL-CERDO  C/SALSA E/300GR,UND,3.99,22.47,18.479999999999997,459.99999999999994,5.63157894736842
PLATOS PREPARADOS,Platos Preparados - Carnes,986,PL-P-ESTOFADO TERNERA VINO TINTO B/350 G,UND,4.93,16.86,11.93,240.0,3.4198782961460448
PLATOS PREPARADOS,Platos Preparados - Carnes,988,PL-P-CARRILLADA CERDO FINAS HIERBAS 220G,UND,12.4,47.7,35.300000000000004,280.0,3.846774193548387
PLATOS PREPARADOS,Platos Preparados - Carnes,989,PL-P-CODILLO DE JAMON FINAS HIERBAS 240G,UND,2.9,25.6,22.700000000000003,780.0,8.827586206896552
PLATOS PREPARADOS,Platos Preparados - Carnes,990,PL-P-OSSOBUCO TERNERA VINO TINTO 425G,UND,4.46,7.96,3.5,80.0,1.7847533632286996
PLATOS PREPARADOS,Platos Preparados - Carnes,981,PL-P-MANITAS DE CERDO COCINADAS 380 G,UND,9.9,26.8,16.9,170.0,2.707070707070707
PLATOS PREPARADOS,Platos Preparados - Carnes,820,PL-P-JARRETE-CORD-C/SALSA E/350 GR,UND,8.66,12.16,3.5,40.0,1.4041570438799076
PLATOS PREPARADOS,Platos Preparados - Carnes,7028,SIB-CANEL VEGANO XXL,UND,1.82,15.96,14.14,780.0,8.76923076923077
PLATOS PREPARADOS,Platos Preparados - Carnes,915,PL-COSTILLAS-(BBC)-(VC) 550 GR,UND,4.93,25.29,20.36,409.99999999999994,5.129817444219067
PLATOS PREPARADOS,Carnes - Cerdo y mixtas,512,PL-P-CER-JAMONCITOS DE COCHINILLO ASADO,UND,8.21,11.71,3.5,40.0,1.4263093788063337
PLATOS PREPARADOS,Platos Preparados - Arroces y Sopas,377,PL-P-CALDO-MARISC-CASERO-500,UND,6.82,30.96,24.14,350.0,4.539589442815249
PLATOS PREPARADOS,Platos Preparados - Arroces y Sopas,351,PL-P-MAGRO-CASERO-C/TOMATE-B/300GR,UND,6.02,28.56,22.54,370.0,4.744186046511628
PLATOS PREPARADOS,Platos Preparados - Arroces y Sopas,7228,FUMET DE MARISCO B/1 LITRO,UND,5.79,37.16,31.369999999999997,540.0,6.417962003454231
PLATOS PREPARADOS,Platos Preparados - Pastas y Carnes,818,PL-P-CARACOL SLS. TRAD. B/300 GR,UND,5.7,27.6,21.900000000000002,380.0,4.842105263157895
PLATOS PREPARADOS,Platos Preparados - Varios,823,VIEIRAS-RELL/RAPE Y GAMBAS 90 GR,UND,13.86,34.72,20.86,150.0,2.505050505050505
PLATOS PREPARADOS,Platos Preparados - Varios,765,VIEIRAS-RELL/VIEIRAS-PREMIUM 90GR,UND,6.13,9.63,3.500000000000001,60.0,1.5709624796084831
PLATOS PREPARADOS,Platos Preparados - Varios,7040,PL-P-TATIN DE VERDURAS 80 G,UND,2.32,23.28,20.96,900.0,10.03448275862069
PLATOS PREPARADOS,Platos Preparados - Varios,7041,PL-P-MUSELINA DE  ESPARRAGOS (2x70 G),UND,4.61,24.33,19.72,430.0,5.277657266811279
PLATOS PREPARADOS,Platos Preparados - Varios,2673,CREMA BOGAVANTE 1L,UND,2.4,17.7,15.299999999999999,640.0,7.375
PLATOS PREPARADOS,Platos Preparados - Varios,2674,BUEY RELLENO 180 G,UND,14.01,17.51,3.5000000000000018,20.0,1.2498215560314063
PLATOS PREPARADOS,Platos Preparados - Varios,515,PL-P-CORD-ROTI LECHAL ASADO,UND,4.01,30.04,26.03,650.0,7.491271820448878
PLATOS PREPARADOS,Platos Preparados - Varios,510,PL-P-CER-ROTI COCHINILLO ASADO,UND,7.48,43.92,36.44,490.00000000000006,5.871657754010695
PRODUCTOS AMBIENTE,Precocinados del Mundo,1526,HR-ROLLITO DE NARANJA E/250 GR,UND,1.29,9.58,8.29,640.0,7.426356589147287
PRODUCTOS AMBIENTE,Pan Tostado y Bollería Industrial,1825,CD-MANTECADOS CASEROS B/200G,UND,3.82,14.64,10.82,280.0,3.8324607329842935
PRODUCTOS AMBIENTE,Pan Tostado y Bollería Industrial,1832,CD-CORTADILLOS CABELLO DE ANGEL B/130,UND,12.8,32.6,19.8,150.0,2.546875
PRODUCTOS AMBIENTE,Pan Tostado y Bollería Industrial,1834,CD-NEVADITOS AL CACAO B/180 G,UND,13.84,17.34,3.5,30.0,1.2528901734104045
PRODUCTOS AMBIENTE,Pan Tostado y Bollería Industrial,5620,DC-FIGURITAS MAZAPAN 140 G,UND,12.45,15.95,3.5,30.0,1.2811244979919678
PRODUCTOS AMBIENTE,Pan Tostado y Bollería Industrial,5672,DC-HOJALDRADAS B/150 G,UND,0.54,8.08,7.54,1400.0,14.962962962962962
PRODUCTOS AMBIENTE,Pan Tostado y Bollería Industrial,5679,CD-ROSCOS DE VINO B/200 G,UND,0.53,16.12,15.590000000000002,2940.0,30.41509433962264
PRODUCTOS AMBIENTE,Pan Tostado y Bollería Industrial,4199,DC-TRUFAS AL CACAO 100 G,UND,7.54,44.16,36.62,490.00000000000006,5.856763925729442
PRODUCTOS AMBIENTE,Huevos,2990,HV-HUEVOS-CAMPERO M/L 6UD,UND,11.43,14.93,3.5,30.0,1.3062117235345583
PRODUCTOS AMBIENTE,Huevos,2901,HV-HUEVOS DE CODORNIZ 12 UND,UND,1.59,15.27,13.68,860.0,9.60377358490566
PRODUCTOS AMBIENTE,Huevos,2920,HV-HUEVOS L ESTUCHE 12 u.,UND,3.74,14.48,10.74,290.0,3.871657754010695
PRODUCTOS AMBIENTE,Huevos,2953,HV-HUEVOS L ESTUCHE 12 u.,UND,4.27,23.31,19.04,450.0,5.4590163934426235
PRODUCTOS AMBIENTE,Huevos,2954,HV-HUEVOS XL ESTUCHE 12 u.,UND,8.49,47.96,39.47,459.99999999999994,5.648998822143699
PRODUCTOS AMBIENTE,Huevos,2932,HV-HUEVOS M  ESTUCHE DE 12 u.,UND,2.55,24.2,21.65,850.0,9.490196078431373
PRODUCTOS AMBIENTE,Huevos,2941,HUEVOS XL CAMPERO 6 UNIDADES,UND,14.84,36.68,21.84,150.0,2.4716981132075473
PRODUCTOS AMBIENTE,"Aperitivos, Snacks",8113,APF-PISTACHO TOST S/SAL 200 G,UND,7.01,31.53,24.520000000000003,350.0,4.497860199714694
PRODUCTOS AMBIENTE,"Aperitivos, Snacks",8118,APF-COCKTAIL PICANTE 800 G,UND,14.25,71.0,56.75,400.0,4.982456140350878
PRODUCTOS AMBIENTE,"Aperitivos, Snacks",8123,APF-AVELLANA TOST. 125 G,UND,13.06,33.12,20.059999999999995,150.0,2.5359877488514546
PRODUCTOS AMBIENTE,"Aperitivos, Snacks",9617,FS-MAIZ GIGANTE CHOCOLATE 90GR,UND,9.11,37.83,28.72,320.0,4.15257958287596
PRODUCTOS AMBIENTE,A - Aperitivos - APF- Frutos Secos,9222,FS-ALMENDRA REPELADA CRUDA  250 G,UND,12.35,63.4,51.05,409.99999999999994,5.133603238866397
PRODUCTOS AMBIENTE,A - Aperitivos - APF- Frutos Secos,9224,FS-CACAHUETE CASC/TOST 2GRA ALBUFER170G,UND,1.92,21.68,19.759999999999998,1030.0,11.291666666666666
PRODUCTOS AMBIENTE,A - Aperitivos - APF- Frutos Secos,9228,FS-KIKOS TIERNOS ALBUFERA 125G,UND,10.36,55.44,45.08,440.00000000000006,5.351351351351352
PRODUCTOS AMBIENTE,A - Aperitivos - APF- Frutos Secos,9229,FS-ALMENDRA COMUNA FRITA ALBUFERA 125 G,UND,6.43,9.93,3.5,50.0,1.5443234836702955
